id,role_id,skill_id,category,weight_raw,weight_normalized,expected_level,is_critical,threshold,penalty
88,8,390,knowledge,0.6667,0.073398,0.8,False,0.0,0.0
89,8,424,knowledge,0.4861,0.053516,0.65,False,0.0,0.0
90,8,363,knowledge,0.3472,0.038224,0.65,False,0.0,0.0
91,8,286,knowledge,0.3333,0.036694,0.65,False,0.0,0.0
92,74,25,Language,0.6765,0.121701,0.8,True,0.48,0.05
93,74,15,Language,0.4559,0.082016,0.65,False,0.0,0.0
94,74,69,software,0.5441,0.097883,0.8,False,0.0,0.0
95,74,145,software,0.4118,0.074082,0.65,False,0.0,0.0
96,74,50,software,0.3529,0.063486,0.65,False,0.0,0.0
97,74,242,framework,0.2794,0.050264,0.5,False,0.0,0.0
98,74,377,knowledge,0.8529,0.153435,0.9,True,0.54,0.05
99,74,399,knowledge,0.7941,0.142857,0.9,True,0.54,0.05
100,74,288,knowledge,0.6176,0.111105,0.8,False,0.0,0.0
101,74,313,knowledge,0.5735,0.103172,0.8,False,0.0,0.0
102,55,30,Language,0.9529,0.143864,0.9,True,0.54,0.05
103,55,10,Language,0.5647,0.085256,0.8,False,0.0,0.0
104,55,25,Language,0.4941,0.074597,0.65,False,0.0,0.0
105,55,123,software,0.7294,0.110121,0.9,True,0.54,0.05
106,55,147,software,0.3647,0.055061,0.65,False,0.0,0.0
107,55,144,software,0.2118,0.031977,0.5,False,0.0,0.0
108,55,127,software,0.1412,0.021318,0.35,False,0.0,0.0
109,55,175,framework,0.1647,0.024866,0.5,False,0.0,0.0
110,55,318,knowledge,0.6471,0.097696,0.8,True,0.48,0.05
111,55,304,knowledge,0.6118,0.092367,0.8,True,0.48,0.05
112,55,273,knowledge,0.4471,0.067501,0.65,False,0.0,0.0
113,55,301,knowledge,0.5294,0.079926,0.8,False,0.0,0.0
114,55,270,knowledge,0.2941,0.044402,0.5,False,0.0,0.0
115,55,286,knowledge,0.4706,0.071049,0.65,False,0.0,0.0
116,2,15,Language,0.7294,0.102646,0.9,True,0.54,0.05
117,2,30,Language,0.7529,0.105953,0.9,True,0.54,0.05
118,2,6,Language,0.3529,0.049662,0.65,False,0.0,0.0
119,2,215,Language,0.3059,0.043048,0.65,False,0.0,0.0
120,2,68,software,0.5059,0.071193,0.8,False,0.0,0.0
121,2,330,software,0.6,0.084436,0.8,False,0.0,0.0
122,2,121,software,0.2824,0.039741,0.5,False,0.0,0.0
123,2,96,software,0.2471,0.034773,0.5,False,0.0,0.0
124,2,242,framework,0.6471,0.091064,0.8,True,0.48,0.05
125,2,390,knowledge,0.6824,0.096032,0.8,True,0.48,0.05
126,2,363,knowledge,0.6,0.084436,0.8,False,0.0,0.0
127,2,286,knowledge,0.5529,0.077807,0.8,False,0.0,0.0
128,2,270,knowledge,0.4471,0.062919,0.65,False,0.0,0.0
129,2,423,knowledge,0.4,0.05629,0.65,False,0.0,0.0
130,56,30,Language,0.8718,0.080095,0.9,True,0.54,0.05
131,56,25,Language,0.7949,0.07303,0.9,True,0.54,0.05
132,56,15,Language,0.5769,0.053001,0.8,False,0.0,0.0
133,56,32,Language,0.4872,0.04476,0.65,False,0.0,0.0
134,56,273,software,0.7051,0.06478,0.9,False,0.0,0.0
135,56,36,software,0.641,0.058891,0.8,False,0.0,0.0
136,56,66,software,0.5385,0.049474,0.8,False,0.0,0.0
137,56,69,software,0.4487,0.041223,0.65,False,0.0,0.0
138,56,81,software,0.4103,0.037695,0.65,False,0.0,0.0
139,56,144,software,0.3846,0.035334,0.65,False,0.0,0.0
140,56,175,framework,0.8333,0.076558,0.9,True,0.54,0.05
141,56,174,framework,0.6667,0.061252,0.8,False,0.0,0.0
142,56,197,framework,0.359,0.032982,0.65,False,0.0,0.0
143,56,286,knowledge,0.8974,0.082447,0.9,True,0.54,0.05
144,56,301,knowledge,0.7692,0.070669,0.9,True,0.54,0.05
145,56,270,knowledge,0.5769,0.053001,0.8,False,0.0,0.0
146,56,299,knowledge,0.5128,0.047112,0.8,False,0.0,0.0
147,56,363,knowledge,0.4103,0.037695,0.65,False,0.0,0.0
148,97,30,Language,0.8471,0.105265,0.9,True,0.54,0.05
149,97,25,Language,0.3647,0.04532,0.65,False,0.0,0.0
150,97,93,software,0.6824,0.084799,0.8,False,0.0,0.0
151,97,123,software,0.4941,0.061399,0.65,False,0.0,0.0
152,97,130,software,0.4118,0.051172,0.65,False,0.0,0.0
153,97,139,software,0.3294,0.040933,0.65,False,0.0,0.0
154,97,73,software,0.8,0.099412,0.9,True,0.54,0.05
155,97,162,framework,0.2118,0.026319,0.5,False,0.0,0.0
156,97,242,framework,0.1412,0.017546,0.35,False,0.0,0.0
157,97,270,knowledge,0.8824,0.109652,0.9,True,0.54,0.05
158,97,274,knowledge,0.5647,0.070173,0.8,False,0.0,0.0
159,97,401,knowledge,0.7059,0.087719,0.9,False,0.0,0.0
160,97,270,knowledge,0.7647,0.095026,0.9,True,0.54,0.05
161,97,286,knowledge,0.4706,0.058479,0.65,False,0.0,0.0
162,97,419,knowledge,0.3765,0.046786,0.65,False,0.0,0.0
163,16,7,Language,1,0.147929,0.9,True,0.54,0.05
164,16,25,Language,0.4533,0.067056,0.65,False,0.0,0.0
165,16,30,Language,0.2,0.029586,0.5,False,0.0,0.0
166,16,330,software,0.6,0.088757,0.8,True,0.48,0.05
167,16,53,software,0.4133,0.061139,0.65,False,0.0,0.0
168,16,68,software,0.2933,0.043388,0.5,False,0.0,0.0
169,16,52,software,0.1867,0.027618,0.5,False,0.0,0.0
170,16,237,framework,0.56,0.08284,0.8,False,0.0,0.0
171,16,227,framework,0.32,0.047337,0.65,False,0.0,0.0
172,16,351,knowledge,0.6933,0.102559,0.8,True,0.48,0.05
173,16,376,knowledge,0.64,0.094675,0.8,True,0.48,0.05
174,16,366,knowledge,0.5067,0.074956,0.8,False,0.0,0.0
175,16,270,knowledge,0.3867,0.057204,0.65,False,0.0,0.0
176,16,320,knowledge,0.2667,0.039453,0.5,False,0.0,0.0
177,16,308,knowledge,0.24,0.035503,0.5,False,0.0,0.0
178,70,25,Language,0.2,0.025952,0.5,False,0.0,0.0
179,70,30,Language,0.1333,0.017297,0.35,False,0.0,0.0
180,70,134,software,0.56,0.072665,0.8,False,0.0,0.0
181,70,82,software,0.4667,0.060558,0.65,False,0.0,0.0
182,70,70,software,0.2933,0.038058,0.5,False,0.0,0.0
183,70,368,framework,0.64,0.083046,0.8,False,0.0,0.0
184,70,352,framework,0.4133,0.053629,0.65,False,0.0,0.0
185,70,181,framework,0.3333,0.043249,0.65,False,0.0,0.0
186,70,338,knowledge,0.9067,0.117652,0.9,True,0.54,0.05
187,70,395,knowledge,0.8667,0.112462,0.9,True,0.54,0.05
188,70,328,knowledge,0.8267,0.107272,0.9,True,0.54,0.05
189,70,281,knowledge,0.7733,0.100343,0.9,True,0.54,0.05
190,70,288,knowledge,0.6933,0.089962,0.8,False,0.0,0.0
191,70,367,knowledge,0.6,0.077855,0.8,False,0.0,0.0
192,29,25,Language,0.4118,0.069038,0.65,False,0.0,0.0
193,29,15,Language,0.2353,0.039448,0.5,False,0.0,0.0
194,29,36,software,0.7294,0.122284,0.9,True,0.54,0.05
195,29,273,software,0.6471,0.108486,0.8,True,0.48,0.05
196,29,251,software,0.5882,0.098612,0.8,True,0.48,0.05
197,29,96,software,0.5647,0.094672,0.8,False,0.0,0.0
198,29,68,software,0.4471,0.074956,0.65,False,0.0,0.0
199,29,81,software,0.1765,0.02959,0.5,False,0.0,0.0
200,29,242,framework,0.1412,0.023672,0.35,False,0.0,0.0
201,29,363,knowledge,0.6118,0.102568,0.8,True,0.48,0.05
202,29,406,knowledge,0.5294,0.088754,0.8,False,0.0,0.0
203,29,280,knowledge,0.4706,0.078896,0.65,False,0.0,0.0
204,29,270,knowledge,0.2941,0.049306,0.5,False,0.0,0.0
205,29,326,knowledge,0.1176,0.019716,0.35,False,0.0,0.0
206,30,25,Language,0.6824,0.075231,0.8,True,0.48,0.05
207,30,3,Language,0.4471,0.049291,0.65,False,0.0,0.0
208,30,12,Language,0.1765,0.019458,0.5,False,0.0,0.0
209,30,36,software,0.7294,0.080413,0.9,True,0.54,0.05
210,30,273,software,0.6353,0.070039,0.8,False,0.0,0.0
211,30,251,software,0.6588,0.072629,0.8,True,0.48,0.05
212,30,96,software,0.6118,0.067448,0.8,False,0.0,0.0
213,30,68,software,0.6471,0.07134,0.8,False,0.0,0.0
214,30,172,software,0.3647,0.040206,0.65,False,0.0,0.0
215,30,81,software,0.3294,0.036315,0.65,False,0.0,0.0
216,30,240,framework,0.2588,0.028531,0.5,False,0.0,0.0
217,30,193,framework,0.2118,0.02335,0.5,False,0.0,0.0
218,30,280,knowledge,0.8,0.088196,0.9,True,0.54,0.05
219,30,345,knowledge,0.7529,0.083004,0.9,True,0.54,0.05
220,30,363,knowledge,0.4941,0.054472,0.65,False,0.0,0.0
221,30,270,knowledge,0.4118,0.045399,0.65,False,0.0,0.0
222,30,288,knowledge,0.4588,0.05058,0.65,False,0.0,0.0
223,30,372,knowledge,0.4,0.044098,0.65,False,0.0,0.0
224,32,25,Language,0.4146,0.073589,0.65,False,0.0,0.0
225,32,3,Language,0.1951,0.034629,0.5,False,0.0,0.0
226,32,15,Language,0.1707,0.030298,0.5,False,0.0,0.0
227,32,30,Language,0.1463,0.025967,0.35,False,0.0,0.0
228,32,273,software,0.7073,0.125541,0.9,True,0.54,0.05
229,32,36,software,0.5488,0.097409,0.8,True,0.48,0.05
230,32,251,software,0.4634,0.082251,0.65,False,0.0,0.0
231,32,96,software,0.378,0.067093,0.65,False,0.0,0.0
232,32,68,software,0.3293,0.058449,0.65,False,0.0,0.0
233,32,172,software,0.2195,0.03896,0.5,False,0.0,0.0
234,32,286,knowledge,0.6341,0.112549,0.8,True,0.48,0.05
235,32,280,knowledge,0.5122,0.090912,0.8,True,0.48,0.05
236,32,406,knowledge,0.3537,0.06278,0.65,False,0.0,0.0
237,32,363,knowledge,0.2927,0.051952,0.5,False,0.0,0.0
238,32,270,knowledge,0.2683,0.047622,0.5,False,0.0,0.0
239,80,25,Language,0.5294,0.074843,0.8,False,0.0,0.0
240,80,3,Language,0.2794,0.0395,0.5,False,0.0,0.0
241,80,273,software,0.75,0.10603,0.9,True,0.54,0.05
242,80,134,software,0.6471,0.091482,0.8,False,0.0,0.0
243,80,36,software,0.6029,0.085234,0.8,False,0.0,0.0
244,80,251,software,0.5735,0.081077,0.8,False,0.0,0.0
245,80,69,software,0.3235,0.045734,0.65,False,0.0,0.0
246,80,368,framework,0.4118,0.058217,0.65,False,0.0,0.0
247,80,352,framework,0.3088,0.043656,0.65,False,0.0,0.0
248,80,321,knowledge,0.9118,0.128904,0.9,True,0.54,0.05
249,80,336,knowledge,0.7941,0.112264,0.9,True,0.54,0.05
250,80,328,knowledge,0.5,0.070686,0.8,False,0.0,0.0
251,80,313,knowledge,0.4412,0.062374,0.65,False,0.0,0.0
252,31,25,Language,0.6933,0.097374,0.8,True,0.48,0.05
253,31,3,Language,0.4267,0.05993,0.65,False,0.0,0.0
254,31,24,Language,0.1867,0.026222,0.5,False,0.0,0.0
255,31,36,software,0.8267,0.11611,0.9,True,0.54,0.05
256,31,273,software,0.7733,0.10861,0.9,True,0.54,0.05
257,31,251,software,0.64,0.089888,0.8,True,0.48,0.05
258,31,96,software,0.5467,0.076784,0.8,False,0.0,0.0
259,31,68,software,0.2933,0.041194,0.5,False,0.0,0.0
260,31,81,software,0.24,0.033708,0.5,False,0.0,0.0
261,31,368,framework,0.4667,0.065548,0.65,False,0.0,0.0
262,31,180,framework,0.2,0.02809,0.5,False,0.0,0.0
263,31,336,knowledge,0.6,0.08427,0.8,False,0.0,0.0
264,31,313,knowledge,0.52,0.073034,0.8,False,0.0,0.0
265,31,338,knowledge,0.3733,0.05243,0.65,False,0.0,0.0
266,31,280,knowledge,0.3333,0.046812,0.65,False,0.0,0.0
267,52,25,Language,0.9595,0.103503,0.9,True,0.54,0.05
268,52,7,Language,0.5676,0.061228,0.8,False,0.0,0.0
269,52,68,software,0.4595,0.049567,0.65,False,0.0,0.0
270,52,330,software,0.6486,0.069965,0.8,False,0.0,0.0
271,52,111,software,0.2568,0.027701,0.5,False,0.0,0.0
272,52,225,framework,0.8378,0.090375,0.9,True,0.54,0.05
273,52,218,framework,0.7838,0.08455,0.9,False,0.0,0.0
274,52,250,framework,0.3784,0.040819,0.65,False,0.0,0.0
275,52,306,knowledge,0.9189,0.099123,0.9,True,0.54,0.05
276,52,378,knowledge,0.7297,0.078714,0.9,False,0.0,0.0
277,52,286,knowledge,0.4189,0.045187,0.65,False,0.0,0.0
278,52,353,knowledge,0.3378,0.036439,0.65,False,0.0,0.0
279,52,359,knowledge,0.6081,0.065597,0.8,False,0.0,0.0
280,52,270,knowledge,0.4865,0.052479,0.65,False,0.0,0.0
281,52,321,knowledge,0.8784,0.094754,0.9,True,0.54,0.05
282,73,25,Language,0.7742,0.099176,0.9,True,0.54,0.05
283,73,7,Language,0.5806,0.074376,0.8,False,0.0,0.0
284,73,4,Language,0.4677,0.059913,0.65,False,0.0,0.0
285,73,28,Language,0.2903,0.037188,0.5,False,0.0,0.0
286,73,12,Language,0.2258,0.028925,0.5,False,0.0,0.0
287,73,86,software,0.6613,0.084714,0.8,True,0.48,0.05
288,73,88,software,0.4355,0.055788,0.65,False,0.0,0.0
289,73,330,software,0.7097,0.090914,0.9,True,0.54,0.05
290,73,157,software,0.2419,0.030988,0.5,False,0.0,0.0
291,73,219,framework,0.5161,0.066113,0.8,False,0.0,0.0
292,73,207,framework,0.1774,0.022725,0.5,False,0.0,0.0
293,73,381,knowledge,0.871,0.111577,0.9,True,0.54,0.05
294,73,279,knowledge,0.4032,0.051651,0.65,False,0.0,0.0
295,73,386,knowledge,0.1935,0.024788,0.5,False,0.0,0.0
296,73,439,knowledge,0.1452,0.0186,0.35,False,0.0,0.0
297,73,288,knowledge,0.6129,0.078514,0.8,True,0.48,0.05
298,73,338,knowledge,0.5,0.064051,0.8,False,0.0,0.0
299,66,25,Language,0.5294,0.068911,0.8,False,0.0,0.0
300,66,24,Language,0.3529,0.045936,0.65,False,0.0,0.0
301,66,3,Language,0.2941,0.038282,0.5,False,0.0,0.0
302,66,146,software,0.6118,0.079637,0.8,True,0.48,0.05
303,66,108,software,0.4706,0.061257,0.65,False,0.0,0.0
304,66,157,software,0.4118,0.053603,0.65,False,0.0,0.0
305,66,64,software,0.2588,0.033687,0.5,False,0.0,0.0
306,66,338,framework,0.5882,0.076565,0.8,True,0.48,0.05
307,66,210,framework,0.4471,0.058198,0.65,False,0.0,0.0
308,66,352,framework,0.4941,0.064316,0.65,False,0.0,0.0
309,66,216,framework,0.3294,0.042877,0.65,False,0.0,0.0
310,66,371,knowledge,0.7647,0.099539,0.9,True,0.54,0.05
311,66,343,knowledge,0.6824,0.088826,0.8,True,0.48,0.05
312,66,288,knowledge,0.5647,0.073506,0.8,False,0.0,0.0
313,66,431,knowledge,0.4706,0.061257,0.65,False,0.0,0.0
314,66,328,knowledge,0.4118,0.053603,0.65,False,0.0,0.0
315,48,30,Language,0.8353,0.161364,0.9,True,0.54,0.05
316,48,25,Language,0.6941,0.134087,0.8,True,0.48,0.05
317,48,26,Language,0.2118,0.040916,0.5,False,0.0,0.0
318,48,73,software,0.7647,0.147725,0.9,True,0.54,0.05
319,48,123,software,0.5647,0.109089,0.8,True,0.48,0.05
320,48,147,software,0.2588,0.049995,0.5,False,0.0,0.0
321,48,47,software,0.2118,0.040916,0.5,False,0.0,0.0
322,48,130,software,0.1647,0.031817,0.5,False,0.0,0.0
323,48,220,framework,0.1412,0.027277,0.35,False,0.0,0.0
324,48,261,framework,0.1059,0.020458,0.35,False,0.0,0.0
325,48,303,knowledge,0.4941,0.095451,0.65,False,0.0,0.0
326,48,412,knowledge,0.2235,0.043176,0.5,False,0.0,0.0
327,48,318,knowledge,0.2,0.038636,0.5,False,0.0,0.0
328,48,270,knowledge,0.1765,0.034096,0.5,False,0.0,0.0
329,48,299,knowledge,0.1294,0.024998,0.35,False,0.0,0.0
330,57,30,Language,0.9067,0.117448,0.9,True,0.54,0.05
331,57,25,Language,0.6933,0.089806,0.8,True,0.48,0.05
332,57,32,Language,0.2,0.025907,0.5,False,0.0,0.0
333,57,273,software,0.64,0.082902,0.8,False,0.0,0.0
334,57,66,software,0.5067,0.065635,0.8,False,0.0,0.0
335,57,36,software,0.4267,0.055272,0.65,False,0.0,0.0
336,57,144,software,0.3733,0.048355,0.65,False,0.0,0.0
337,57,124,software,0.2667,0.034547,0.5,False,0.0,0.0
338,57,175,framework,0.4667,0.060453,0.65,False,0.0,0.0
339,57,174,framework,0.2933,0.037992,0.5,False,0.0,0.0
340,57,301,knowledge,0.8267,0.107085,0.9,True,0.54,0.05
341,57,318,knowledge,0.6,0.07772,0.8,False,0.0,0.0
342,57,299,knowledge,0.4533,0.058718,0.65,False,0.0,0.0
343,57,286,knowledge,0.7333,0.094987,0.9,True,0.54,0.05
344,57,374,knowledge,0.3333,0.043174,0.65,False,0.0,0.0
345,40,3,Language,0.4308,0.065424,0.65,False,0.0,0.0
346,40,25,Language,0.2769,0.042052,0.5,False,0.0,0.0
347,40,142,software,0.5846,0.088782,0.8,False,0.0,0.0
348,40,93,software,0.3385,0.051407,0.65,False,0.0,0.0
349,40,161,software,0.2308,0.035051,0.5,False,0.0,0.0
350,40,333,knowledge,0.9538,0.144851,0.9,True,0.54,0.05
351,40,372,knowledge,0.8923,0.135511,0.9,True,0.54,0.05
352,40,324,knowledge,0.8462,0.12851,0.9,True,0.54,0.05
353,40,351,knowledge,0.6462,0.098137,0.8,False,0.0,0.0
354,40,332,knowledge,0.5385,0.08178,0.8,False,0.0,0.0
355,40,385,knowledge,0.4615,0.070087,0.65,False,0.0,0.0
356,40,342,knowledge,0.3846,0.058408,0.65,False,0.0,0.0
357,47,30,Language,0.96,0.099309,0.9,True,0.54,0.05
358,47,25,Language,0.9067,0.093795,0.9,True,0.54,0.05
359,47,15,Language,0.3333,0.034479,0.65,False,0.0,0.0
360,47,273,software,0.64,0.066206,0.8,False,0.0,0.0
361,47,36,software,0.6,0.062068,0.8,False,0.0,0.0
362,47,173,software,0.5067,0.052417,0.8,False,0.0,0.0
363,47,66,software,0.4667,0.048279,0.65,False,0.0,0.0
364,47,69,software,0.4267,0.044141,0.65,False,0.0,0.0
365,47,144,software,0.3733,0.038617,0.65,False,0.0,0.0
366,47,175,framework,0.6933,0.07172,0.8,False,0.0,0.0
367,47,174,framework,0.4,0.041379,0.65,False,0.0,0.0
368,47,318,knowledge,0.8667,0.089657,0.9,True,0.54,0.05
369,47,286,knowledge,0.8,0.082757,0.9,True,0.54,0.05
370,47,301,knowledge,0.6667,0.068968,0.8,False,0.0,0.0
371,47,270,knowledge,0.56,0.05793,0.8,False,0.0,0.0
372,47,280,knowledge,0.4667,0.048279,0.65,False,0.0,0.0
373,62,30,Language,0.1412,0.018408,0.35,False,0.0,0.0
374,62,25,Language,0.0941,0.012268,0.35,False,0.0,0.0
375,62,73,software,0.5647,0.073619,0.8,False,0.0,0.0
376,62,116,software,0.4,0.052147,0.65,False,0.0,0.0
377,62,212,framework,0.2118,0.027612,0.5,False,0.0,0.0
378,62,328,knowledge,1,0.130368,0.9,True,0.54,0.05
379,62,321,knowledge,0.9176,0.119626,0.9,True,0.54,0.05
380,62,297,knowledge,0.8235,0.107358,0.9,True,0.54,0.05
381,62,349,knowledge,0.7294,0.09509,0.9,True,0.54,0.05
382,62,395,knowledge,0.6824,0.088963,0.8,False,0.0,0.0
383,62,387,knowledge,0.6118,0.079759,0.8,False,0.0,0.0
384,62,338,knowledge,0.5294,0.069017,0.8,False,0.0,0.0
385,62,293,knowledge,0.4941,0.064415,0.65,False,0.0,0.0
386,62,272,knowledge,0.4706,0.061351,0.65,False,0.0,0.0
387,46,25,Language,0.9529,0.114563,0.9,True,0.54,0.05
388,46,30,Language,0.8,0.09618,0.9,True,0.54,0.05
389,46,26,Language,0.2706,0.032533,0.5,False,0.0,0.0
390,46,273,software,0.4471,0.053753,0.65,False,0.0,0.0
391,46,123,software,0.4118,0.049509,0.65,False,0.0,0.0
392,46,36,software,0.4,0.04809,0.65,False,0.0,0.0
393,46,330,software,0.2941,0.035358,0.5,False,0.0,0.0
394,46,220,framework,0.6824,0.082042,0.8,False,0.0,0.0
395,46,238,framework,0.6471,0.077798,0.8,False,0.0,0.0
396,46,250,framework,0.4941,0.059403,0.65,False,0.0,0.0
397,46,225,framework,0.3765,0.045265,0.65,False,0.0,0.0
398,46,175,framework,0.3294,0.039602,0.65,False,0.0,0.0
399,46,356,knowledge,0.8941,0.107494,0.9,True,0.54,0.05
400,46,412,knowledge,0.7059,0.084867,0.9,True,0.54,0.05
401,46,329,knowledge,0.3529,0.042428,0.65,False,0.0,0.0
402,46,270,knowledge,0.2588,0.031114,0.5,False,0.0,0.0
403,60,30,Language,0.8056,0.088553,0.9,True,0.54,0.05
404,60,25,Language,0.3889,0.042748,0.65,False,0.0,0.0
405,60,73,software,0.9028,0.099237,0.9,True,0.54,0.05
406,60,132,software,0.4306,0.047332,0.65,False,0.0,0.0
407,60,61,software,0.3333,0.036637,0.65,False,0.0,0.0
408,60,90,software,0.2917,0.032064,0.5,False,0.0,0.0
409,60,123,software,0.4861,0.053433,0.65,False,0.0,0.0
410,60,106,software,0.25,0.02748,0.5,False,0.0,0.0
411,60,270,framework,0.3472,0.038165,0.65,False,0.0,0.0
412,60,299,knowledge,1,0.109922,0.9,True,0.54,0.05
413,60,302,knowledge,0.9444,0.10381,0.9,True,0.54,0.05
414,60,328,knowledge,0.7639,0.083969,0.9,False,0.0,0.0
415,60,358,knowledge,0.6667,0.073285,0.8,False,0.0,0.0
416,60,361,knowledge,0.625,0.068701,0.8,False,0.0,0.0
417,60,300,knowledge,0.5556,0.061072,0.8,False,0.0,0.0
418,60,296,knowledge,0.3056,0.033592,0.65,False,0.0,0.0
